rank,combination,n_interior,total_knots,theta_dim,seed,fitness,phi,export_date
1700,2_5_5_3_2,"[2, 5, 5, 3, 2]",23,47,1,3.29923976,5.913665368829914e-9,2026-06-19T23:24:16.086
1701,2_4_4_3_1,"[2, 4, 4, 3, 1]",20,41,1,3.29925619,5.895950957626036e-9,2026-06-19T16:55:23.332
1702,2_4_2_4_1,"[2, 4, 2, 4, 1]",19,39,1,3.29925923,5.872414258575902e-9,2026-06-19T17:44:11.265
1703,2_4_4_1_2,"[2, 4, 4, 1, 2]",19,39,1,3.29926981,5.961164434716032e-9,2026-06-19T20:42:10.312
1704,4_2_2_3_4,"[4, 2, 2, 3, 4]",21,43,1,3.2992702,5.9671285807267275e-9,2026-06-20T11:00:11.489
1705,2_2_3_5_1,"[2, 2, 3, 5, 1]",19,39,1,3.29927761,5.9314330030620284e-9,2026-06-19T19:05:11.052
1706,3_3_3_2_3,"[3, 3, 3, 2, 3]",20,41,1,3.2993434,5.9077546593084175e-9,2026-06-20T03:48:38.713
1707,3_4_3_4_5,"[3, 4, 3, 4, 5]",25,51,1,3.29936833,5.973098693866522e-9,2026-06-21T17:39:25.897
1708,2_2_4_2_4,"[2, 2, 4, 2, 4]",20,41,1,3.29936903,5.949254020231208e-9,2026-06-20T10:16:03.789
1709,2_1_4_5_4,"[2, 1, 4, 5, 4]",22,45,1,3.29942631,5.9671285807267275e-9,2026-06-20T13:57:55.953
1710,3_4_3_4_2,"[3, 4, 3, 4, 2]",22,45,1,3.29949647,5.9433077398467066e-9,2026-06-20T00:13:25.431
1711,2_5_1_4_1,"[2, 5, 1, 4, 1]",19,39,1,3.2994979,5.9314330030620284e-9,2026-06-19T17:28:12.546
1712,2_2_4_1_1,"[2, 2, 4, 1, 1]",16,33,1,3.29957625,5.9314330030620284e-9,2026-06-19T14:27:23.283
1713,4_2_2_3_1,"[4, 2, 2, 3, 1]",18,37,1,3.29959343,5.872414258575902e-9,2026-06-19T16:22:28.710
1714,2_1_4_1_5,"[2, 1, 4, 1, 5]",19,39,1,3.29959943,5.9850568454197515e-9,2026-06-21T14:03:43.546
1715,4_2_2_1_2,"[4, 2, 2, 1, 2]",17,35,1,3.29976115,5.860681167061301e-9,2026-06-19T20:03:40.643
1716,4_3_4_4_2,"[4, 3, 4, 4, 2]",23,47,1,3.29976265,5.913665368829914e-9,2026-06-20T00:23:02.957
1717,2_2_2_4_1,"[2, 2, 2, 4, 1]",17,35,1,3.2998022,5.895950957626036e-9,2026-06-19T17:38:02.633
1718,2_1_4_3_1,"[2, 1, 4, 3, 1]",17,35,1,3.29981034,5.890057953661489e-9,2026-06-19T16:46:33.887
1719,1_2_5_4_3,"[1, 2, 5, 4, 3]",21,43,1,3.29981802,5.925504534787157e-9,2026-06-20T06:45:59.913
1720,4_2_3_5_4,"[4, 2, 3, 5, 4]",24,49,1,3.29984169,6.0090450171606994e-9,2026-06-20T13:43:40.885
1721,1_1_2_5_4,"[1, 1, 2, 5, 4]",19,39,1,3.29986728,5.955206249870247e-9,2026-06-20T13:21:44.312
1722,2_3_4_4_4,"[2, 3, 4, 4, 4]",23,47,1,3.2998868,6.087672574169358e-9,2026-06-20T12:48:31.147
1723,5_3_5_1_3,"[5, 3, 5, 1, 3]",23,47,1,3.29990052,5.890057953661489e-9,2026-06-20T03:06:23.712
1724,2_1_2_4_5,"[2, 1, 2, 4, 5]",20,41,1,3.29990092,5.973098693866522e-9,2026-06-21T17:09:56.088
1725,2_4_3_1_2,"[2, 4, 3, 1, 2]",18,37,1,3.29990563,5.9018498575420515e-9,2026-06-19T20:21:35.731
1726,4_3_5_1_1,"[4, 3, 5, 1, 1]",20,41,1,3.2999736,5.913665368829914e-9,2026-06-19T14:54:12.165
1727,4_3_2_1_1,"[4, 3, 2, 1, 1]",17,35,1,3.29997998,5.961164434716032e-9,2026-06-19T13:57:44.553
1728,3_4_2_5_1,"[3, 4, 2, 5, 1]",21,43,1,3.30000906,5.949254020231208e-9,2026-06-19T18:56:02.768
1729,1_5_4_1_3,"[1, 5, 4, 1, 3]",20,41,1,3.30002623,6.027099219975755e-9,2026-06-20T02:56:12.710
1730,1_3_3_5_5,"[1, 3, 3, 5, 5]",23,47,1,3.30002939,5.866544779545957e-9,2026-06-21T18:49:33.028
1731,3_3_4_1_4,"[3, 3, 4, 1, 4]",21,43,1,3.30003224,5.878289610020574e-9,2026-06-20T09:04:28.432
1732,2_5_4_3_5,"[2, 5, 4, 3, 5]",25,51,1,3.30004652,5.9314330030620284e-9,2026-06-21T16:40:19.866
1733,1_2_2_4_5,"[1, 2, 2, 4, 5]",20,41,1,3.30009262,5.913665368829914e-9,2026-06-21T17:15:30.758
1734,4_1_1_1_5,"[4, 1, 1, 1, 5]",18,37,1,3.3000933,5.8372852653909166e-9,2026-06-21T13:36:30.446
1735,4_1_2_3_5,"[4, 1, 2, 3, 5]",21,43,1,3.30013826,5.919581992017293e-9,2026-06-21T16:05:40.598
1736,1_5_5_3_1,"[1, 5, 5, 3, 1]",21,43,1,3.30016551,5.979074780105508e-9,2026-06-19T17:15:01.333
1737,1_3_3_4_3,"[1, 3, 3, 4, 3]",20,41,1,3.30016912,5.955206249870247e-9,2026-06-20T06:19:59.331
1738,1_3_1_2_2,"[1, 3, 1, 2, 2]",15,31,1,3.30021141,5.890057953661489e-9,2026-06-19T21:01:21.151
1739,4_2_3_4_5,"[4, 2, 3, 4, 5]",24,49,1,3.3002494,6.0150570677021345e-9,2026-06-21T17:31:47.172
1740,4_4_5_3_5,"[4, 4, 5, 3, 5]",27,55,1,3.30030651,5.878289610020574e-9,2026-06-21T16:50:00.223
1741,4_2_5_5_4,"[4, 2, 5, 5, 4]",26,53,1,3.30032279,5.979074780105508e-9,2026-06-20T14:17:15.704
1742,5_2_4_1_4,"[5, 2, 4, 1, 4]",22,45,1,3.30033366,5.99104489579136e-9,2026-06-20T09:03:22.679
1743,1_2_4_5_3,"[1, 2, 4, 5, 3]",21,43,1,3.30033931,5.9077546593084175e-9,2026-06-20T07:48:33.698
1744,4_5_3_2_2,"[4, 5, 3, 2, 2]",22,45,1,3.30042463,6.003038975664783e-9,2026-06-19T21:46:11.775
1745,1_1_4_1_4,"[1, 1, 4, 1, 4]",17,35,1,3.30049717,6.0090450171606994e-9,2026-06-20T08:57:30.289
1746,5_3_5_4_2,"[5, 3, 5, 4, 2]",25,51,1,3.30050443,5.9433077398467066e-9,2026-06-20T00:41:59.963
1747,5_3_4_4_5,"[5, 3, 4, 4, 5]",27,55,1,3.30052634,5.866544779545957e-9,2026-06-21T17:50:31.687
1748,1_2_5_1_3,"[1, 2, 5, 1, 3]",18,37,1,3.30054445,5.937367402770419e-9,2026-06-20T02:58:15.136
1749,4_2_2_3_3,"[4, 2, 2, 3, 3]",20,41,1,3.30056497,6.003038975664783e-9,2026-06-20T04:46:23.903
1750,4_1_2_4_5,"[4, 1, 2, 4, 5]",22,45,1,3.30056834,5.9433077398467066e-9,2026-06-21T17:11:15.661
1751,2_2_1_2_2,"[2, 2, 1, 2, 2]",15,31,1,3.3006015,5.949254020231208e-9,2026-06-19T20:59:56.864
1752,5_4_4_2_1,"[5, 4, 4, 2, 1]",22,45,1,3.30060323,5.949254020231208e-9,2026-06-19T15:49:09.244
1753,1_2_1_3_1,"[1, 2, 1, 3, 1]",14,29,1,3.30067767,5.955206249870247e-9,2026-06-19T16:11:07.950
1754,1_3_3_1_5,"[1, 3, 3, 1, 5]",19,39,1,3.30067769,5.9671285807267275e-9,2026-06-21T14:00:39.841
1755,1_5_1_1_2,"[1, 5, 1, 1, 2]",16,33,1,3.30071379,5.9077546593084175e-9,2026-06-19T19:53:10.788
1756,2_1_5_3_1,"[2, 1, 5, 3, 1]",18,37,1,3.3007571,5.913665368829914e-9,2026-06-19T17:06:06.805
1757,1_1_3_1_4,"[1, 1, 3, 1, 4]",16,33,1,3.3008031,6.0150570677021345e-9,2026-06-20T08:45:00.330
1758,2_5_2_4_1,"[2, 5, 2, 4, 1]",20,41,1,3.30087891,5.961164434716032e-9,2026-06-19T17:46:01.113
1759,4_5_5_4_1,"[4, 5, 5, 4, 1]",25,51,1,3.30089074,5.895950957626036e-9,2026-06-19T18:26:35.717
1760,4_5_3_1_3,"[4, 5, 3, 1, 3]",22,45,1,3.30096813,5.9433077398467066e-9,2026-06-20T02:38:40.649
1761,5_2_4_5_3,"[5, 2, 4, 5, 3]",25,51,1,3.30098459,6.003038975664783e-9,2026-06-20T07:49:59.651
1762,2_4_1_3_1,"[2, 4, 1, 3, 1]",17,35,1,3.30106416,5.9018498575420515e-9,2026-06-19T16:17:15.944
1763,2_4_4_4_2,"[2, 4, 4, 4, 2]",22,45,1,3.30111884,5.9671285807267275e-9,2026-06-20T00:24:27.077
1764,1_2_4_3_2,"[1, 2, 4, 3, 2]",18,37,1,3.30114364,5.9018498575420515e-9,2026-06-19T22:56:45.043
1765,5_2_1_1_3,"[5, 2, 1, 1, 3]",18,37,1,3.30114857,5.85482341525828e-9,2026-06-20T02:03:26.946
1766,1_2_2_3_4,"[1, 2, 2, 3, 4]",18,37,1,3.30115245,5.913665368829914e-9,2026-06-20T10:57:51.373
1767,4_4_1_5_2,"[4, 4, 1, 5, 2]",22,45,1,3.30116997,5.99104489579136e-9,2026-06-20T00:55:29.637
1768,5_2_2_4_3,"[5, 2, 2, 4, 3]",22,45,1,3.30125697,5.884170839755366e-9,2026-06-20T06:03:38.709
1769,4_5_3_5_5,"[4, 5, 3, 5, 5]",28,57,1,3.30128555,5.949254020231208e-9,2026-06-21T18:51:18.944
1770,3_5_4_3_5,"[3, 5, 4, 3, 5]",26,53,1,3.30128662,5.973098693866522e-9,2026-06-21T16:41:17.053
1771,4_3_2_3_1,"[4, 3, 2, 3, 1]",19,39,1,3.30128981,5.9018498575420515e-9,2026-06-19T16:25:28.897
1772,2_3_5_2_5,"[2, 3, 5, 2, 5]",23,47,1,3.30129856,6.021075133301117e-9,2026-06-21T15:42:14.132
1773,3_1_1_2_2,"[3, 1, 1, 2, 2]",15,31,1,3.30133684,5.808171683671536e-9,2026-06-19T20:55:59.015
1774,3_2_1_2_1,"[3, 2, 1, 2, 1]",15,31,1,3.3013775,6.0090450171606994e-9,2026-06-19T14:55:08.400
1775,5_5_3_1_1,"[5, 5, 3, 1, 1]",21,43,1,3.30140607,5.979074780105508e-9,2026-06-19T14:27:42.696
1776,5_2_1_4_3,"[5, 2, 1, 4, 3]",21,43,1,3.30143054,5.913665368829914e-9,2026-06-20T05:50:44.388
1777,4_5_2_5_2,"[4, 5, 2, 5, 2]",24,49,1,3.30149185,6.027099219975755e-9,2026-06-20T01:16:25.949
1778,4_2_5_1_1,"[4, 2, 5, 1, 1]",19,39,1,3.30153098,5.949254020231208e-9,2026-06-19T14:54:45.607
1779,2_1_1_4_3,"[2, 1, 1, 4, 3]",17,35,1,3.30159539,5.913665368829914e-9,2026-06-20T05:42:35.873
1780,2_1_5_1_4,"[2, 1, 5, 1, 4]",19,39,1,3.301599,6.027099219975755e-9,2026-06-20T09:16:24.979
1781,1_5_4_5_3,"[1, 5, 4, 5, 3]",24,49,1,3.3016435,5.9077546593084175e-9,2026-06-20T07:58:31.914
1782,4_3_4_5_4,"[4, 3, 4, 5, 4]",26,53,1,3.30172028,5.973098693866522e-9,2026-06-20T14:04:18.482
1783,1_5_3_2_5,"[1, 5, 3, 2, 5]",22,45,1,3.30173692,5.866544779545957e-9,2026-06-21T15:13:45.271
1784,4_3_2_4_5,"[4, 3, 2, 4, 5]",24,49,1,3.30176292,5.9077546593084175e-9,2026-06-21T17:19:45.806
1785,1_3_3_1_3,"[1, 3, 3, 1, 3]",17,35,1,3.30177572,5.895950957626036e-9,2026-06-20T02:28:30.785
1786,1_2_3_4_3,"[1, 2, 3, 4, 3]",19,39,1,3.30179938,5.878289610020574e-9,2026-06-20T06:14:41.260
1787,4_5_4_4_1,"[4, 5, 4, 4, 1]",24,49,1,3.30188025,5.9314330030620284e-9,2026-06-19T18:17:48.267
1788,2_2_1_3_2,"[2, 2, 1, 3, 2]",16,33,1,3.30192029,5.919581992017293e-9,2026-06-19T22:17:25.207
1789,3_5_5_2_2,"[3, 5, 5, 2, 2]",23,47,1,3.30201275,5.973098693866522e-9,2026-06-19T22:15:11.196
1790,2_2_4_3_4,"[2, 2, 4, 3, 4]",21,43,1,3.30204357,5.961164434716032e-9,2026-06-20T11:26:04.194
1791,2_4_5_2_4,"[2, 4, 5, 2, 4]",23,47,1,3.30209672,5.843125470272071e-9,2026-06-20T10:31:03.136
1792,5_4_4_1_1,"[5, 4, 4, 1, 1]",21,43,1,3.30215109,5.99104489579136e-9,2026-06-19T14:29:21.141
1793,2_2_5_2_4,"[2, 2, 5, 2, 4]",21,43,1,3.30215292,5.884170839755366e-9,2026-06-20T10:30:49.420
1794,1_3_1_4_4,"[1, 3, 1, 4, 4]",19,39,1,3.3021629,5.9671285807267275e-9,2026-06-20T12:01:37.589
1795,1_4_3_5_3,"[1, 4, 3, 5, 3]",22,45,1,3.30216557,6.033129333750116e-9,2026-06-20T07:36:37.533
1796,5_1_5_2_3,"[5, 1, 5, 2, 3]",22,45,1,3.30219909,5.9671285807267275e-9,2026-06-20T04:16:21.094
1797,1_2_5_2_5,"[1, 2, 5, 2, 5]",21,43,1,3.30222185,6.0694369235994405e-9,2026-06-21T15:38:12.922
1798,4_4_3_2_4,"[4, 4, 3, 2, 4]",23,47,1,3.3022508,5.979074780105508e-9,2026-06-20T10:06:28.537
1799,4_1_4_5_3,"[4, 1, 4, 5, 3]",23,47,1,3.30233712,5.9671285807267275e-9,2026-06-20T07:49:34.185
1800,5_1_3_2_1,"[5, 1, 3, 2, 1]",18,37,1,3.30237921,5.961164434716032e-9,2026-06-19T15:25:29.040
1801,3_3_4_1_5,"[3, 3, 4, 1, 5]",22,45,1,3.30240489,5.925504534787157e-9,2026-06-21T14:10:02.452
1802,5_5_1_5_1,"[5, 5, 1, 5, 1]",23,47,1,3.30243814,5.949254020231208e-9,2026-06-19T18:49:37.488
1803,1_3_4_2_5,"[1, 3, 4, 2, 5]",21,43,1,3.30248663,5.895950957626036e-9,2026-06-21T15:20:14.224
1804,5_3_3_2_3,"[5, 3, 3, 2, 3]",22,45,1,3.30253116,5.973098693866522e-9,2026-06-20T03:54:45.282
1805,1_2_4_4_4,"[1, 2, 4, 4, 4]",21,43,1,3.30253262,5.949254020231208e-9,2026-06-20T12:40:30.413
1806,5_2_3_2_1,"[5, 2, 3, 2, 1]",19,39,1,3.30254318,5.955206249870247e-9,2026-06-19T15:27:12.536
1807,1_3_5_3_1,"[1, 3, 5, 3, 1]",19,39,1,3.30254798,6.0694369235994405e-9,2026-06-19T17:11:12.713
1808,3_3_3_4_4,"[3, 3, 3, 4, 4]",23,47,1,3.3025715,5.955206249870247e-9,2026-06-20T12:33:55.400
1809,5_4_3_2_2,"[5, 4, 3, 2, 2]",22,45,1,3.30258452,5.9850568454197515e-9,2026-06-19T21:44:18.011
1810,1_1_5_5_2,"[1, 1, 5, 5, 2]",20,41,1,3.30259844,5.99104489579136e-9,2026-06-20T01:45:13.082
1811,3_5_2_2_5,"[3, 5, 2, 2, 5]",23,47,1,3.30261243,5.913665368829914e-9,2026-06-21T14:57:35.988
1812,4_5_2_4_1,"[4, 5, 2, 4, 1]",22,45,1,3.30262899,5.955206249870247e-9,2026-06-19T17:46:30.467
1813,5_3_2_5_2,"[5, 3, 2, 5, 2]",23,47,1,3.30264396,5.919581992017293e-9,2026-06-20T01:12:20.307
1814,4_3_3_2_5,"[4, 3, 3, 2, 5]",23,47,1,3.30265794,5.878289610020574e-9,2026-06-21T15:12:42.427
1815,1_1_5_4_2,"[1, 1, 5, 4, 2]",19,39,1,3.30270476,5.9433077398467066e-9,2026-06-20T00:24:59.662
1816,5_5_1_1_1,"[5, 5, 1, 1, 1]",19,39,1,3.30270707,5.973098693866522e-9,2026-06-19T13:59:06.450
1817,1_4_1_4_4,"[1, 4, 1, 4, 4]",20,41,1,3.30275818,5.937367402770419e-9,2026-06-20T12:02:50.024
1818,3_2_4_4_4,"[3, 2, 4, 4, 4]",23,47,1,3.30279259,5.949254020231208e-9,2026-06-20T12:45:59.604
1819,3_1_1_2_3,"[3, 1, 1, 2, 3]",16,33,1,3.30285753,5.7907732792759154e-9,2026-06-20T03:13:46.966
1820,1_2_4_5_4,"[1, 2, 4, 5, 4]",22,45,1,3.30289324,5.872414258575902e-9,2026-06-20T13:59:32.166
1821,1_4_3_3_4,"[1, 4, 3, 3, 4]",21,43,1,3.30296572,5.9314330030620284e-9,2026-06-20T11:19:52.643
1822,1_2_4_4_5,"[1, 2, 4, 4, 5]",22,45,1,3.30301228,5.9433077398467066e-9,2026-06-21T17:44:25.223
1823,1_5_3_3_2,"[1, 5, 3, 3, 2]",20,41,1,3.30309651,5.895950957626036e-9,2026-06-19T22:51:29.230
1824,2_1_2_1_1,"[2, 1, 2, 1, 1]",13,27,1,3.30314437,5.9314330030620284e-9,2026-06-19T13:55:52.786
1825,4_4_4_5_5,"[4, 4, 4, 5, 5]",28,57,1,3.30314757,5.937367402770419e-9,2026-06-21T19:00:09.256
1826,2_3_3_2_4,"[2, 3, 3, 2, 4]",20,41,1,3.30316103,6.0150570677021345e-9,2026-06-20T10:02:27.933
1827,1_5_1_2_2,"[1, 5, 1, 2, 2]",17,35,1,3.30316977,5.925504534787157e-9,2026-06-19T21:12:42.622
1828,1_4_3_4_4,"[1, 4, 3, 4, 4]",22,45,1,3.30318602,6.0150570677021345e-9,2026-06-20T12:34:21.080
1829,4_4_3_5_1,"[4, 4, 3, 5, 1]",23,47,1,3.3032309,6.027099219975755e-9,2026-06-19T19:14:51.802
1830,1_5_5_1_2,"[1, 5, 5, 1, 2]",20,41,1,3.30325994,5.9018498575420515e-9,2026-06-19T20:54:25.464
1831,1_3_1_2_4,"[1, 3, 1, 2, 4]",17,35,1,3.30326666,5.913665368829914e-9,2026-06-20T09:31:14.602
1832,1_3_1_1_5,"[1, 3, 1, 1, 5]",17,35,1,3.30326894,5.9850568454197515e-9,2026-06-21T13:35:01.147
1833,1_4_2_4_5,"[1, 4, 2, 4, 5]",22,45,1,3.30332154,6.075509396253335e-9,2026-06-21T17:19:28.785
1834,4_2_4_3_2,"[4, 2, 4, 3, 2]",21,43,1,3.30333248,5.9671285807267275e-9,2026-06-19T22:54:55.972
1835,3_2_1_3_2,"[3, 2, 1, 3, 2]",17,35,1,3.30343276,5.979074780105508e-9,2026-06-19T22:17:17.100
1836,5_2_4_2_3,"[5, 2, 4, 2, 3]",22,45,1,3.30348455,5.937367402770419e-9,2026-06-20T04:00:30.036
1837,1_5_5_1_5,"[1, 5, 5, 1, 5]",23,47,1,3.30350354,5.9018498575420515e-9,2026-06-21T14:29:16.009
1838,4_5_2_2_1,"[4, 5, 2, 2, 1]",20,41,1,3.30350959,6.021075133301117e-9,2026-06-19T15:25:24.104
1839,4_4_5_1_2,"[4, 4, 5, 1, 2]",22,45,1,3.30352257,5.9314330030620284e-9,2026-06-19T20:52:55.278
1840,5_1_2_1_5,"[5, 1, 2, 1, 5]",20,41,1,3.30357172,5.949254020231208e-9,2026-06-21T13:43:12.772
1841,5_3_3_1_3,"[5, 3, 3, 1, 3]",21,43,1,3.30358063,6.027099219975755e-9,2026-06-20T02:39:52.890
1842,5_5_3_1_4,"[5, 5, 3, 1, 4]",24,49,1,3.30360064,5.9433077398467066e-9,2026-06-20T08:58:52.776
1843,5_2_3_5_2,"[5, 2, 3, 5, 2]",23,47,1,3.30365346,5.9671285807267275e-9,2026-06-20T01:20:01.178
1844,1_3_3_3_5,"[1, 3, 3, 3, 5]",21,43,1,3.3036857,5.866544779545957e-9,2026-06-21T16:18:30.544
1845,3_3_5_3_3,"[3, 3, 5, 3, 3]",23,47,1,3.30379054,6.0090450171606994e-9,2026-06-20T05:32:54.963
1846,3_4_4_4_1,"[3, 4, 4, 4, 1]",22,45,1,3.30379379,5.9671285807267275e-9,2026-06-19T18:15:59.276
1847,2_5_1_5_3,"[2, 5, 1, 5, 3]",22,45,1,3.30380417,6.0090450171606994e-9,2026-06-20T07:13:43.185
1848,4_1_1_2_2,"[4, 1, 1, 2, 2]",16,33,1,3.30381578,5.895950957626036e-9,2026-06-19T20:58:23.699
1849,1_2_4_5_5,"[1, 2, 4, 5, 5]",23,47,1,3.30386011,5.919581992017293e-9,2026-06-21T18:50:42.250
1850,1_2_4_5_2,"[1, 2, 4, 5, 2]",20,41,1,3.30386569,5.9077546593084175e-9,2026-06-20T01:29:45.034
1851,2_2_3_4_1,"[2, 2, 3, 4, 1]",18,37,1,3.30387871,5.895950957626036e-9,2026-06-19T17:49:45.603
1852,5_5_4_5_1,"[5, 5, 4, 5, 1]",26,53,1,3.30389174,5.913665368829914e-9,2026-06-19T19:32:01.399
1853,4_4_5_4_2,"[4, 4, 5, 4, 2]",25,51,1,3.30392103,5.9850568454197515e-9,2026-06-20T00:45:11.573
1854,5_1_1_5_2,"[5, 1, 1, 5, 2]",20,41,1,3.30393844,5.913665368829914e-9,2026-06-20T00:48:47.510
1855,1_2_5_3_1,"[1, 2, 5, 3, 1]",18,37,1,3.30396631,5.85482341525828e-9,2026-06-19T17:05:44.001
1856,5_1_2_3_1,"[5, 1, 2, 3, 1]",18,37,1,3.30399808,5.997038937208364e-9,2026-06-19T16:21:02.996
1857,4_4_3_4_2,"[4, 4, 3, 4, 2]",23,47,1,3.30402997,5.919581992017293e-9,2026-06-20T00:15:13.695
1858,5_5_2_3_1,"[5, 5, 2, 3, 1]",22,45,1,3.30404008,5.8139827604093064e-9,2026-06-19T16:32:19.691
1859,1_3_5_2_3,"[1, 3, 5, 2, 3]",20,41,1,3.30412012,5.937367402770419e-9,2026-06-20T04:17:06.684
1860,5_4_3_2_1,"[5, 4, 3, 2, 1]",21,43,1,3.30417237,5.913665368829914e-9,2026-06-19T15:28:41.584
1861,4_2_1_3_5,"[4, 2, 1, 3, 5]",21,43,1,3.30418517,5.925504534787157e-9,2026-06-21T15:47:28.271
1862,1_3_4_2_1,"[1, 3, 4, 2, 1]",17,35,1,3.30419483,5.919581992017293e-9,2026-06-19T15:47:09.204
1863,4_1_3_2_3,"[4, 1, 3, 2, 3]",19,39,1,3.3041958,5.979074780105508e-9,2026-06-20T03:43:15.289
1864,2_5_5_3_3,"[2, 5, 5, 3, 3]",24,49,1,3.30420267,5.925504534787157e-9,2026-06-20T05:36:37.878
1865,4_2_1_4_2,"[4, 2, 1, 4, 2]",19,39,1,3.30420995,5.843125470272071e-9,2026-06-19T23:55:39.868
1866,2_1_1_5_3,"[2, 1, 1, 5, 3]",18,37,1,3.30422292,5.919581992017293e-9,2026-06-20T06:55:13.502
1867,2_5_2_2_3,"[2, 5, 2, 2, 3]",20,41,1,3.30422726,5.884170839755366e-9,2026-06-20T03:40:39.066
1868,3_4_2_3_2,"[3, 4, 2, 3, 2]",20,41,1,3.30423479,5.99104489579136e-9,2026-06-19T22:42:06.964
1869,1_5_4_3_5,"[1, 5, 4, 3, 5]",24,49,1,3.30427065,5.979074780105508e-9,2026-06-21T16:39:01.696
1870,3_4_5_3_2,"[3, 4, 5, 3, 2]",23,47,1,3.30432731,5.919581992017293e-9,2026-06-19T23:21:34.115
1871,5_2_3_3_3,"[5, 2, 3, 3, 3]",22,45,1,3.30434592,5.890057953661489e-9,2026-06-20T05:00:39.005
1872,1_5_2_3_5,"[1, 5, 2, 3, 5]",22,45,1,3.30435686,5.961164434716032e-9,2026-06-21T16:15:27.072
1873,1_5_4_1_4,"[1, 5, 4, 1, 4]",21,43,1,3.30438049,5.937367402770419e-9,2026-06-20T09:06:18.898
1874,5_1_1_2_5,"[5, 1, 1, 2, 5]",20,41,1,3.30439734,5.973098693866522e-9,2026-06-21T14:40:00.517
1875,1_4_3_3_5,"[1, 4, 3, 3, 5]",22,45,1,3.30445873,5.9077546593084175e-9,2026-06-21T16:14:24.100
1876,4_2_5_4_5,"[4, 2, 5, 4, 5]",26,53,1,3.30446858,5.961164434716032e-9,2026-06-21T17:59:39.028
1877,5_2_4_1_5,"[5, 2, 4, 1, 5]",23,47,1,3.30452446,5.919581992017293e-9,2026-06-21T14:12:15.423
1878,2_2_4_2_1,"[2, 2, 4, 2, 1]",17,35,1,3.30455831,5.925504534787157e-9,2026-06-19T15:42:46.714
1879,3_2_2_1_2,"[3, 2, 2, 1, 2]",16,33,1,3.30455831,5.979074780105508e-9,2026-06-19T20:06:11.428
1880,2_5_2_3_3,"[2, 5, 2, 3, 3]",21,43,1,3.304668,5.973098693866522e-9,2026-06-20T04:56:08.325
1881,5_1_1_1_2,"[5, 1, 1, 1, 2]",16,33,1,3.30467674,5.937367402770419e-9,2026-06-19T19:50:18.333
1882,1_5_5_2_4,"[1, 5, 5, 2, 4]",23,47,1,3.30469491,5.848971518279162e-9,2026-06-20T10:40:07.754
1883,1_3_3_5_1,"[1, 3, 3, 5, 1]",19,39,1,3.30470181,5.890057953661489e-9,2026-06-19T19:10:36.084
1884,5_1_2_2_5,"[5, 1, 2, 2, 5]",21,43,1,3.30472467,5.9018498575420515e-9,2026-06-21T14:53:41.426
1885,4_4_5_5_2,"[4, 4, 5, 5, 2]",26,53,1,3.30475614,5.919581992017293e-9,2026-06-20T01:56:38.028
1886,5_2_4_3_2,"[5, 2, 4, 3, 2]",22,45,1,3.30480122,5.997038937208364e-9,2026-06-19T23:04:03.743
1887,3_1_5_1_4,"[3, 1, 5, 1, 4]",20,41,1,3.30487771,5.955206249870247e-9,2026-06-20T09:15:39.389
1888,5_3_1_2_1,"[5, 3, 1, 2, 1]",18,37,1,3.30490521,6.003038975664783e-9,2026-06-19T14:56:34.303
1889,3_5_2_3_3,"[3, 5, 2, 3, 3]",22,45,1,3.30496284,6.0090450171606994e-9,2026-06-20T04:57:08.973
1890,5_4_5_1_4,"[5, 4, 5, 1, 4]",25,51,1,3.30499432,5.99104489579136e-9,2026-06-20T09:28:23.193
1891,1_1_3_4_1,"[1, 1, 3, 4, 1]",16,33,1,3.30501031,5.919581992017293e-9,2026-06-19T17:41:38.764
1892,3_3_2_1_5,"[3, 3, 2, 1, 5]",20,41,1,3.30504306,5.937367402770419e-9,2026-06-21T13:40:39.276
1893,3_2_3_4_4,"[3, 2, 3, 4, 4]",22,45,1,3.30508519,5.9671285807267275e-9,2026-06-20T12:23:55.318
1894,3_2_5_3_4,"[3, 2, 5, 3, 4]",23,47,1,3.3050911,5.919581992017293e-9,2026-06-20T11:47:41.841
1895,4_5_3_2_1,"[4, 5, 3, 2, 1]",21,43,1,3.30517107,5.961164434716032e-9,2026-06-19T15:32:13.487
1896,1_5_2_4_4,"[1, 5, 2, 4, 4]",22,45,1,3.30519514,5.913665368829914e-9,2026-06-20T12:23:11.071
1897,5_1_3_2_5,"[5, 1, 3, 2, 5]",22,45,1,3.30519699,6.0150570677021345e-9,2026-06-21T15:08:34.380
1898,3_5_1_2_1,"[3, 5, 1, 2, 1]",18,37,1,3.30520238,5.973098693866522e-9,2026-06-19T15:00:43.930
1899,4_4_4_3_2,"[4, 4, 4, 3, 2]",23,47,1,3.30530423,5.9314330030620284e-9,2026-06-19T23:14:00.950
1900,1_2_1_5_1,"[1, 2, 1, 5, 1]",16,33,1,3.30531916,5.9671285807267275e-9,2026-06-19T18:32:20.084
1901,3_4_1_5_1,"[3, 4, 1, 5, 1]",20,41,1,3.30532502,5.9077546593084175e-9,2026-06-19T18:42:04.333
1902,3_2_4_2_2,"[3, 2, 4, 2, 2]",19,39,1,3.30540234,5.979074780105508e-9,2026-06-19T21:47:17.562
1903,5_4_3_4_5,"[5, 4, 3, 4, 5]",27,55,1,3.30540463,6.003038975664783e-9,2026-06-21T17:37:41.299
