time,X
0.0,576847.8974654378
18.5,490973.0858468677
42.5,1.0310600026907036e6
66.5,853237.0795306389
90.5,1.0701152542372881e6
162.5,1.8122195327891924e6
186.5,2.7927735997896395e6
210.5,2.2363107987220446e6
234.5,3.049773038842346e6
258.5,3.989165659008465e6
330.5,4.768514269725798e6
354.5,5.581493927125507e6
378.5,6.2206682022063285e6
