time,X
602.0,1.1451526952244313e6
621.0,1.561289353448276e6
645.0,2.032525039556962e6
667.0,4.375627712166987e6
691.0,6.387458724202625e6
715.0,1.3205098482832048e7
739.0,2.4325482607333124e7
763.0,3.920229737985338e7
835.0,5.5345277475886434e7
