rank,combination,n_interior,total_knots,fitness,export_date
20,3_4_3_4_1,"[3, 4, 3, 4, 1]",21,3.29322561,2026-06-05T10:21:46.858
21,3_4_3_3_1,"[3, 4, 3, 3, 1]",20,3.29547021,2026-06-05T10:07:17.616
22,4_3_3_2_1,"[4, 3, 3, 2, 1]",19,3.29602119,2026-06-05T09:47:12.735
23,3_1_4_3_1,"[3, 1, 4, 3, 1]",18,3.29707249,2026-06-05T10:08:37.283
24,4_2_4_2_1,"[4, 2, 4, 2, 1]",19,3.29780902,2026-06-05T09:55:26.042
25,4_2_3_4_1,"[4, 2, 3, 4, 1]",20,3.30075661,2026-06-05T10:19:14.860
26,4_2_3_3_1,"[4, 2, 3, 3, 1]",19,3.30301088,2026-06-05T10:07:34.665
27,4_1_4_2_1,"[4, 1, 4, 2, 1]",18,3.30327165,2026-06-05T09:53:53.526
28,3_2_4_2_1,"[3, 2, 4, 2, 1]",18,3.30456667,2026-06-05T09:55:49.074
29,3_4_3_2_1,"[3, 4, 3, 2, 1]",19,3.30541038,2026-06-05T09:48:25.595
30,3_2_3_4_1,"[3, 2, 3, 4, 1]",19,3.30676389,2026-06-05T10:20:11.377
31,3_3_4_2_1,"[3, 3, 4, 2, 1]",19,3.30817594,2026-06-05T09:55:47.267
32,3_2_3_3_1,"[3, 2, 3, 3, 1]",18,3.30902087,2026-06-05T10:06:28.432
33,3_3_3_4_1,"[3, 3, 3, 4, 1]",20,3.30902688,2026-06-05T10:20:06.236
34,3_3_3_3_1,"[3, 3, 3, 3, 1]",19,3.30938183,2026-06-05T10:07:42.776
35,4_2_3_2_1,"[4, 2, 3, 2, 1]",18,3.31277677,2026-06-05T09:47:13.888
36,4_1_3_4_1,"[4, 1, 3, 4, 1]",19,3.31493248,2026-06-05T10:19:07.395
37,3_3_3_2_1,"[3, 3, 3, 2, 1]",18,3.31562679,2026-06-05T09:47:23.977
38,4_1_3_3_1,"[4, 1, 3, 3, 1]",18,3.31707774,2026-06-05T10:04:08.784
39,3_2_3_2_1,"[3, 2, 3, 2, 1]",17,3.31891574,2026-06-05T09:46:42.268
40,2_4_4_2_1,"[2, 4, 4, 2, 1]",19,3.32259228,2026-06-05T09:56:46.525
41,4_1_3_2_1,"[4, 1, 3, 2, 1]",17,3.32298652,2026-06-05T09:46:53.847
42,2_2_4_2_1,"[2, 2, 4, 2, 1]",17,3.32387177,2026-06-05T09:55:40.780
43,2_4_3_4_1,"[2, 4, 3, 4, 1]",20,3.32399127,2026-06-05T10:20:24.038
44,2_2_3_4_1,"[2, 2, 3, 4, 1]",18,3.3255609,2026-06-05T10:19:41.722
45,3_1_4_2_1,"[3, 1, 4, 2, 1]",17,3.32647959,2026-06-05T09:52:39.177
46,2_3_4_2_1,"[2, 3, 4, 2, 1]",18,3.32722914,2026-06-05T09:56:32.337
47,2_2_3_3_1,"[2, 2, 3, 3, 1]",17,3.3278209,2026-06-05T10:05:48.200
48,1_4_4_2_1,"[1, 4, 4, 2, 1]",18,3.32822558,2026-06-05T09:56:25.067
49,2_4_3_3_1,"[2, 4, 3, 3, 1]",19,3.32866002,2026-06-05T10:07:37.654
50,4_4_2_4_1,"[4, 4, 2, 4, 1]",21,3.3288061,2026-06-05T10:22:01.181
51,2_3_3_4_1,"[2, 3, 3, 4, 1]",19,3.32907894,2026-06-05T10:19:59.317
52,4_4_2_3_1,"[4, 4, 2, 3, 1]",20,3.32944379,2026-06-05T09:59:28.430
53,4_4_1_4_1,"[4, 4, 1, 4, 1]",20,3.33030613,2026-06-05T10:12:10.696
54,4_4_1_3_1,"[4, 4, 1, 3, 1]",19,3.33115272,2026-06-05T09:57:41.239
55,2_3_3_3_1,"[2, 3, 3, 3, 1]",18,3.33134814,2026-06-05T10:07:11.224
56,2_1_4_4_1,"[2, 1, 4, 4, 1]",18,3.33438532,2026-06-05T10:20:21.062
57,1_4_3_4_1,"[1, 4, 3, 4, 1]",19,3.33450277,2026-06-05T10:20:16.312
58,1_4_3_3_1,"[1, 4, 3, 3, 1]",18,3.33673211,2026-06-05T10:08:02.830
59,2_2_3_2_1,"[2, 2, 3, 2, 1]",16,3.33782819,2026-06-05T09:46:51.528
60,2_4_3_2_1,"[2, 4, 3, 2, 1]",18,3.33845496,2026-06-05T09:46:48.061
61,2_1_4_3_1,"[2, 1, 4, 3, 1]",17,3.33998927,2026-06-05T10:08:09.765
62,2_3_3_2_1,"[2, 3, 3, 2, 1]",17,3.34095269,2026-06-05T09:46:48.062
63,4_4_2_2_1,"[4, 4, 2, 2, 1]",19,3.34188223,2026-06-05T09:46:22.521
64,3_1_3_4_1,"[3, 1, 3, 4, 1]",18,3.34569353,2026-06-05T10:19:07.768
65,4_4_1_2_1,"[4, 4, 1, 2, 1]",18,3.34570884,2026-06-05T09:45:17.910
66,1_4_3_2_1,"[1, 4, 3, 2, 1]",17,3.3468196,2026-06-05T09:47:24.435
67,3_1_3_3_1,"[3, 1, 3, 3, 1]",17,3.34716635,2026-06-05T10:03:40.321
68,3_1_3_2_1,"[3, 1, 3, 2, 1]",16,3.35243365,2026-06-05T09:46:31.558
69,3_4_2_4_1,"[3, 4, 2, 4, 1]",20,3.35615411,2026-06-05T10:18:40.625
70,3_4_2_3_1,"[3, 4, 2, 3, 1]",19,3.35679667,2026-06-05T09:58:49.875
71,3_4_1_4_1,"[3, 4, 1, 4, 1]",19,3.35758526,2026-06-05T10:11:55.560
72,3_4_1_3_1,"[3, 4, 1, 3, 1]",18,3.35840737,2026-06-05T09:57:24.464
73,3_4_2_2_1,"[3, 4, 2, 2, 1]",18,3.36937281,2026-06-05T09:46:27.927
74,3_4_1_2_1,"[3, 4, 1, 2, 1]",17,3.37285737,2026-06-05T09:46:03.935
75,4_2_2_4_1,"[4, 2, 2, 4, 1]",19,3.37842542,2026-06-05T10:16:21.703
76,4_3_2_4_1,"[4, 3, 2, 4, 1]",20,3.37907417,2026-06-05T10:17:19.933
77,4_2_2_3_1,"[4, 2, 2, 3, 1]",18,3.3791707,2026-06-05T09:57:31.991
78,4_3_2_3_1,"[4, 3, 2, 3, 1]",19,3.37981641,2026-06-05T09:58:03.921
79,4_1_2_3_1,"[4, 1, 2, 3, 1]",17,3.38120683,2026-06-05T09:57:27.527
80,2_1_4_2_1,"[2, 1, 4, 2, 1]",16,3.38258721,2026-06-05T09:49:17.555
81,4_4_4_1_1,"[4, 4, 4, 1, 1]",20,3.38450916,2026-06-05T09:44:53.690
82,3_2_2_4_1,"[3, 2, 2, 4, 1]",18,3.3879787,2026-06-05T10:16:11.430
83,3_2_2_3_1,"[3, 2, 2, 3, 1]",17,3.38874036,2026-06-05T09:57:34.149
84,2_4_2_4_1,"[2, 4, 2, 4, 1]",19,3.38933678,2026-06-05T10:19:12.060
85,1_4_2_4_1,"[1, 4, 2, 4, 1]",18,3.38994589,2026-06-05T10:17:49.340
86,1_4_2_3_1,"[1, 4, 2, 3, 1]",17,3.39054848,2026-06-05T09:58:48.097
87,2_4_1_3_1,"[2, 4, 1, 3, 1]",17,3.39172708,2026-06-05T09:57:05.242
88,3_3_2_4_1,"[3, 3, 2, 4, 1]",19,3.39231136,2026-06-05T10:17:23.119
89,2_4_2_3_1,"[2, 4, 2, 3, 1]",18,3.39366502,2026-06-05T09:57:59.171
90,1_4_1_4_1,"[1, 4, 1, 4, 1]",17,3.3943489,2026-06-05T10:10:05.292
91,4_2_2_2_1,"[4, 2, 2, 2, 1]",17,3.39459949,2026-06-05T09:45:47.647
92,2_4_1_4_1,"[2, 4, 1, 4, 1]",18,3.39494404,2026-06-05T10:10:16.242
93,4_3_2_2_1,"[4, 3, 2, 2, 1]",18,3.39513091,2026-06-05T09:45:57.223
94,4_1_2_2_1,"[4, 1, 2, 2, 1]",16,3.39638506,2026-06-05T09:45:40.463
95,4_3_1_4_1,"[4, 3, 1, 4, 1]",19,3.39807955,2026-06-05T10:10:02.039
96,4_3_1_3_1,"[4, 3, 1, 3, 1]",18,3.39865788,2026-06-05T09:56:54.217
97,2_2_2_2_2,"[2, 2, 2, 2, 2]",16,3.3988134,2026-06-04T23:12:06.412
98,3_1_2_4_1,"[3, 1, 2, 4, 1]",17,3.39933053,2026-06-05T10:14:31.976
99,3_1_2_3_1,"[3, 1, 2, 3, 1]",16,3.40003592,2026-06-05T09:57:16.638
100,2_3_2_4_1,"[2, 3, 2, 4, 1]",18,3.40153621,2026-06-05T10:16:28.225
101,1_4_2_2_1,"[1, 4, 2, 2, 1]",16,3.40186941,2026-06-05T09:46:13.452
102,2_3_2_3_1,"[2, 3, 2, 3, 1]",17,3.40223087,2026-06-05T09:57:57.539
103,3_2_2_2_1,"[3, 2, 2, 2, 1]",16,3.40460546,2026-06-05T09:45:45.247
104,4_4_3_1_1,"[4, 4, 3, 1, 1]",19,3.40578355,2026-06-05T09:35:28.119
105,2_4_1_2_1,"[2, 4, 1, 2, 1]",16,3.40588085,2026-06-05T09:44:58.271
106,2_4_2_2_1,"[2, 4, 2, 2, 1]",17,3.40679028,2026-06-05T09:45:57.710
107,3_3_2_2_1,"[3, 3, 2, 2, 1]",17,3.40831524,2026-06-05T09:45:46.783
108,4_3_4_1_1,"[4, 3, 4, 1, 1]",19,3.40850052,2026-06-05T09:44:58.698
109,2_2_2_4_1,"[2, 2, 2, 4, 1]",17,3.40877351,2026-06-05T10:14:20.424
110,1_3_4_3_1,"[1, 3, 4, 3, 1]",18,3.40941018,2026-06-05T10:08:28.207
111,2_2_2_3_1,"[2, 2, 2, 3, 1]",16,3.40954377,2026-06-05T09:58:29.669
112,3_3_1_4_1,"[3, 3, 1, 4, 1]",18,3.41032662,2026-06-05T10:11:37.843
113,4_3_1_2_1,"[4, 3, 1, 2, 1]",17,3.41054231,2026-06-05T09:45:54.918
114,1_4_1_2_1,"[1, 4, 1, 2, 1]",15,3.41068446,2026-06-05T09:46:05.837
115,3_3_1_3_1,"[3, 3, 1, 3, 1]",17,3.41089602,2026-06-05T09:57:06.020
116,2_3_1_4_1,"[2, 3, 1, 4, 1]",17,3.41150701,2026-06-05T10:09:22.611
117,2_3_1_3_1,"[2, 3, 1, 3, 1]",16,3.4120762,2026-06-05T09:56:46.593
118,3_4_4_1_1,"[3, 4, 4, 1, 1]",19,3.41395313,2026-06-05T09:45:11.847
119,3_1_2_2_1,"[3, 1, 2, 2, 1]",15,3.41458848,2026-06-05T09:45:23.869
120,2_3_2_2_1,"[2, 3, 2, 2, 1]",16,3.41632303,2026-06-05T09:45:45.497
121,2_2_2_1_2,"[2, 2, 2, 1, 2]",15,3.41851934,2026-06-04T22:55:41.218
122,4_2_4_1_1,"[4, 2, 4, 1, 1]",18,3.4191462,2026-06-05T09:35:05.457
123,4_2_1_3_1,"[4, 2, 1, 3, 1]",17,3.42092924,2026-06-05T09:56:51.086
124,2_1_3_4_1,"[2, 1, 3, 4, 1]",17,3.42231681,2026-06-05T10:19:00.211
125,3_3_1_2_1,"[3, 3, 1, 2, 1]",16,3.42302603,2026-06-05T09:46:45.914
126,2_1_3_3_1,"[2, 1, 3, 3, 1]",16,3.42342947,2026-06-05T10:02:52.796
127,2_3_1_2_1,"[2, 3, 1, 2, 1]",15,3.4242094,2026-06-05T09:45:29.866
128,3_2_4_1_1,"[3, 2, 4, 1, 1]",17,3.4255096,2026-06-05T09:34:56.001
129,2_2_2_2_1,"[2, 2, 2, 2, 1]",15,3.4256088,2026-06-04T21:07:46.041
130,4_1_4_1_1,"[4, 1, 4, 1, 1]",17,3.42730303,2026-06-05T09:35:29.045
131,2_1_3_2_1,"[2, 1, 3, 2, 1]",15,3.42757558,2026-06-05T09:46:20.769
132,3_3_4_1_1,"[3, 3, 4, 1, 1]",18,3.42861696,2026-06-05T09:44:59.625
133,4_1_1_4_1,"[4, 1, 1, 4, 1]",17,3.42976043,2026-06-05T10:08:24.241
134,4_2_1_2_1,"[4, 2, 1, 2, 1]",16,3.42998625,2026-06-05T09:44:49.616
135,4_4_2_1_1,"[4, 4, 2, 1, 1]",18,3.43021718,2026-06-05T09:34:40.392
136,4_1_1_3_1,"[4, 1, 1, 3, 1]",16,3.43202489,2026-06-05T09:56:35.326
137,3_4_3_1_1,"[3, 4, 3, 1, 1]",18,3.43269787,2026-06-05T09:36:21.391
138,3_1_1_4_1,"[3, 1, 1, 4, 1]",16,3.43673801,2026-06-05T10:08:16.041
139,3_1_1_3_1,"[3, 1, 1, 3, 1]",15,3.43863122,2026-06-05T09:56:18.374
140,3_2_1_4_1,"[3, 2, 1, 4, 1]",17,3.43880912,2026-06-05T10:08:23.172
141,4_1_1_2_1,"[4, 1, 1, 2, 1]",15,3.43998324,2026-06-05T09:44:43.146
142,3_2_1_3_1,"[3, 2, 1, 3, 1]",16,3.44050493,2026-06-05T09:56:27.364
143,2_4_4_1_1,"[2, 4, 4, 1, 1]",18,3.44206918,2026-06-05T09:44:58.410
144,1_3_3_4_1,"[1, 3, 3, 4, 1]",18,3.44366502,2026-06-05T10:20:09.792
145,4_3_3_1_1,"[4, 3, 3, 1, 1]",18,3.44447196,2026-06-05T09:35:20.693
146,2_2_4_1_1,"[2, 2, 4, 1, 1]",16,3.44454933,2026-06-05T09:35:33.496
147,1_3_3_3_1,"[1, 3, 3, 3, 1]",17,3.44532927,2026-06-05T10:06:42.126
148,4_2_3_1_1,"[4, 2, 3, 1, 1]",17,3.4459419,2026-06-05T09:34:00.579
149,2_1_2_2_2,"[2, 1, 2, 2, 2]",15,3.44651005,2026-06-04T23:09:48.946
150,3_1_1_2_1,"[3, 1, 1, 2, 1]",14,3.44699839,2026-06-05T09:45:36.313
151,3_2_1_2_1,"[3, 2, 1, 2, 1]",15,3.44912009,2026-06-05T09:45:37.983
152,4_1_3_1_1,"[4, 1, 3, 1, 1]",16,3.44933717,2026-06-05T09:35:08.992
153,2_3_4_1_1,"[2, 3, 4, 1, 1]",17,3.450078,2026-06-05T09:42:42.293
154,4_4_1_1_1,"[4, 4, 1, 1, 1]",17,3.45071492,2026-06-05T09:35:33.012
155,1_4_4_1_1,"[1, 4, 4, 1, 1]",17,3.45127721,2026-06-05T09:43:55.833
156,3_2_3_1_1,"[3, 2, 3, 1, 1]",16,3.45371908,2026-06-05T09:34:10.746
157,3_1_4_1_1,"[3, 1, 4, 1, 1]",16,3.45435866,2026-06-05T09:35:03.006
158,3_4_2_1_1,"[3, 4, 2, 1, 1]",17,3.45656943,2026-06-05T09:34:21.180
159,2_1_2_4_1,"[2, 1, 2, 4, 1]",16,3.45681292,2026-06-05T10:16:51.428
160,2_1_2_3_1,"[2, 1, 2, 3, 1]",15,3.45747942,2026-06-05T09:57:05.734
161,1_3_4_2_1,"[1, 3, 4, 2, 1]",17,3.45821617,2026-06-05T09:56:52.865
162,3_3_3_1_1,"[3, 3, 3, 1, 1]",17,3.45866103,2026-06-05T09:35:20.893
163,4_3_2_1_1,"[4, 3, 2, 1, 1]",17,3.45880708,2026-06-05T09:34:37.380
164,2_2_1_2_2,"[2, 2, 1, 2, 2]",15,3.46203138,2026-06-04T23:04:07.365
165,4_2_2_1_1,"[4, 2, 2, 1, 1]",16,3.46436869,2026-06-05T09:35:09.570
166,2_4_3_1_1,"[2, 4, 3, 1, 1]",17,3.46466892,2026-06-05T09:35:27.927
167,2_2_1_4_1,"[2, 2, 1, 4, 1]",16,3.46900264,2026-06-05T10:08:44.664
168,4_1_2_1_1,"[4, 1, 2, 1, 1]",15,3.46920133,2026-06-05T09:33:25.100
169,3_1_3_1_1,"[3, 1, 3, 1, 1]",15,3.46970406,2026-06-05T09:35:06.991
170,1_4_3_1_1,"[1, 4, 3, 1, 1]",16,3.46980275,2026-06-05T09:35:51.686
171,2_2_1_3_1,"[2, 2, 1, 3, 1]",15,3.4710904,2026-06-05T09:56:27.510
172,2_1_2_2_1,"[2, 1, 2, 2, 1]",14,3.47113765,2026-06-04T21:03:19.592
173,3_2_2_1_1,"[3, 2, 2, 1, 1]",15,3.47130494,2026-06-05T09:35:12.021
174,2_2_3_1_1,"[2, 2, 3, 1, 1]",15,3.47361887,2026-06-05T09:35:11.333
175,2_3_3_1_1,"[2, 3, 3, 1, 1]",16,3.473816,2026-06-05T09:34:10.022
176,3_3_2_1_1,"[3, 3, 2, 1, 1]",16,3.47544823,2026-06-05T09:34:17.293
177,2_1_2_1_2,"[2, 1, 2, 1, 2]",14,3.47605565,2026-06-04T22:46:21.530
178,2_1_1_4_1,"[2, 1, 1, 4, 1]",15,3.4767015,2026-06-05T10:08:27.517
179,2_1_1_3_1,"[2, 1, 1, 3, 1]",14,3.47791118,2026-06-05T09:56:14.092
180,3_4_1_1_1,"[3, 4, 1, 1, 1]",16,3.47859022,2026-06-05T09:35:14.548
181,2_2_1_2_1,"[2, 2, 1, 2, 1]",14,3.47921157,2026-06-04T20:52:50.858
182,2_1_1_2_1,"[2, 1, 1, 2, 1]",13,3.4873527,2026-06-04T20:00:17.802
183,2_4_2_1_1,"[2, 4, 2, 1, 1]",16,3.48947604,2026-06-05T09:34:27.051
184,2_2_2_1_1,"[2, 2, 2, 1, 1]",14,3.49080945,2026-06-04T19:44:05.759
185,3_1_2_1_1,"[3, 1, 2, 1, 1]",14,3.4929756,2026-06-05T09:33:15.396
186,2_0_2_2_2,"[2, 0, 2, 2, 2]",14,3.49470066,2026-06-04T23:08:09.849
187,2_3_2_1_1,"[2, 3, 2, 1, 1]",15,3.49510755,2026-06-05T09:34:48.491
188,2_0_1_2_2,"[2, 0, 1, 2, 2]",13,3.49605924,2026-06-04T23:07:01.680
189,1_4_2_1_1,"[1, 4, 2, 1, 1]",15,3.49916418,2026-06-05T09:34:55.185
190,1_4_1_1_1,"[1, 4, 1, 1, 1]",14,3.51066103,2026-06-05T09:35:31.679
191,2_4_1_1_1,"[2, 4, 1, 1, 1]",15,3.51373203,2026-06-05T09:35:24.447
192,2_0_2_2_1,"[2, 0, 2, 2, 1]",13,3.51720897,2026-06-04T21:01:24.159
193,2_1_4_1_1,"[2, 1, 4, 1, 1]",15,3.51878729,2026-06-05T09:34:46.196
194,2_0_1_2_1,"[2, 0, 1, 2, 1]",12,3.5189386,2026-06-04T19:43:37.177
195,2_1_3_1_1,"[2, 1, 3, 1, 1]",14,3.52691086,2026-06-05T09:34:57.795
196,2_1_1_1_2,"[2, 1, 1, 1, 2]",13,3.53194096,2026-06-04T22:32:41.104
197,2_2_1_1_2,"[2, 2, 1, 1, 2]",14,3.53216205,2026-06-04T22:46:43.637
198,2_0_2_1_2,"[2, 0, 2, 1, 2]",13,3.53425454,2026-06-04T22:50:09.341
199,4_3_1_1_1,"[4, 3, 1, 1, 1]",16,3.54223745,2026-06-05T09:35:01.906
200,2_0_1_1_2,"[2, 0, 1, 1, 2]",12,3.54915166,2026-06-04T22:19:21.483
201,3_3_1_1_1,"[3, 3, 1, 1, 1]",15,3.55271245,2026-06-05T09:35:21.632
202,2_3_1_1_1,"[2, 3, 1, 1, 1]",14,3.55388248,2026-06-05T09:35:10.507
203,2_1_2_1_1,"[2, 1, 2, 1, 1]",13,3.55734342,2026-06-04T19:41:20.853
204,1_3_4_1_1,"[1, 3, 4, 1, 1]",16,3.56258803,2026-06-05T09:36:18.498
205,1_3_2_4_1,"[1, 3, 2, 4, 1]",17,3.56602744,2026-06-05T10:18:38.591
206,1_3_2_3_1,"[1, 3, 2, 3, 1]",16,3.56700249,2026-06-05T09:58:04.676
207,1_2_4_3_1,"[1, 2, 4, 3, 1]",17,3.57097829,2026-06-05T10:07:55.450
208,4_2_1_1_1,"[4, 2, 1, 1, 1]",15,3.60053413,2026-06-05T09:34:39.189
209,2_2_2_2_0,"[2, 2, 2, 2, 0]",14,3.60591161,2026-06-04T18:02:16.704
210,1_3_3_1_1,"[1, 3, 3, 1, 1]",15,3.60687799,2026-06-05T09:34:38.700
211,1_2_4_2_1,"[1, 2, 4, 2, 1]",16,3.60911648,2026-06-05T09:58:42.875
212,1_1_4_4_1,"[1, 1, 4, 4, 1]",17,3.61115584,2026-06-05T10:20:13.516
213,1_1_4_3_1,"[1, 1, 4, 3, 1]",16,3.61662033,2026-06-05T10:07:52.775
214,2_2_1_2_0,"[2, 2, 1, 2, 0]",13,3.6213697,2026-06-04T17:59:12.507
215,1_3_2_1_1,"[1, 3, 2, 1, 1]",14,3.62201336,2026-06-05T09:35:04.595
216,1_2_3_4_1,"[1, 2, 3, 4, 1]",17,3.62416282,2026-06-05T10:19:03.943
217,2_0_2_1_1,"[2, 0, 2, 1, 1]",12,3.62422183,2026-06-04T19:35:58.641
218,3_2_1_1_1,"[3, 2, 1, 1, 1]",14,3.62632568,2026-06-05T09:35:01.010
219,1_2_3_3_1,"[1, 2, 3, 3, 1]",16,3.62638506,2026-06-05T10:04:51.776
220,1_2_3_2_1,"[1, 2, 3, 2, 1]",15,3.63257902,2026-06-05T09:46:14.539
221,4_1_1_1_1,"[4, 1, 1, 1, 1]",14,3.63444136,2026-06-05T09:34:54.243
222,3_1_1_1_1,"[3, 1, 1, 1, 1]",13,3.63454204,2026-06-05T09:34:48.525
223,1_3_1_4_1,"[1, 3, 1, 4, 1]",16,3.63666971,2026-06-05T10:08:36.864
224,1_3_1_3_1,"[1, 3, 1, 3, 1]",15,3.6381056,2026-06-05T09:56:57.736
225,2_2_2_0_1,"[2, 2, 2, 0, 1]",13,3.63894345,2026-06-04T19:29:01.583
226,2_2_2_0_2,"[2, 2, 2, 0, 2]",14,3.64349,2026-06-04T21:30:57.176
227,1_3_1_2_1,"[1, 3, 1, 2, 1]",14,3.64708173,2026-06-05T09:45:21.973
228,2_1_2_2_0,"[2, 1, 2, 2, 0]",13,3.65003929,2026-06-04T18:02:14.949
229,1_1_4_2_1,"[1, 1, 4, 2, 1]",15,3.65197848,2026-06-05T09:47:25.604
230,1_1_3_4_1,"[1, 1, 3, 4, 1]",16,3.66069185,2026-06-05T10:19:03.390
231,1_1_3_3_1,"[1, 1, 3, 3, 1]",15,3.66310305,2026-06-05T10:00:11.896
232,2_1_1_1_1,"[2, 1, 1, 1, 1]",12,3.66339137,2026-06-04T19:37:31.528
233,2_2_1_1_1,"[2, 2, 1, 1, 1]",13,3.664857,2026-06-04T19:34:31.734
234,1_2_2_2_2,"[1, 2, 2, 2, 2]",15,3.66960726,2026-06-04T23:14:07.461
