time,X
1368.0,1.2286565217391304e6
1387.0,1.3593371542008198e6
1411.0,2.1707386363636367e6
1435.0,3.7689967455621306e6
1507.0,1.2632464033481559e7
1531.0,1.681891544117647e7
1555.0,2.7821590821935322e7
1579.0,2.5312939024390247e7
1603.0,3.7771289697908595e7
