time,X
602.0,1.0459725353556057e6
621.0,1.5596727155172415e6
645.0,2.1671053006329113e6
667.0,4.5134715737434765e6
691.0,6.148975609756097e6
715.0,1.4268087237157308e7
739.0,2.8450097148229394e7
763.0,4.245533736084714e7
835.0,8.047013279445729e7
