time,X
387.0,724997.3562628336
402.0,1.24749840862423e6
426.0,2.0719893155258764e6
522.0,1.4678745894554883e7
546.0,2.4133469910846952e7
570.0,3.078796564988528e7
594.0,4.799446607911457e7
