time,X
1058.5,8.817099002302378e6
1074.5,9.635180353031466e6
1098.5,1.0169205679201841e7
1170.5,3.857480813507291e7
1194.5,1.0955472755180353e8
1242.5,2.5224174980813506e8
1266.5,2.734323292402149e8
1343.5,2.8449915195702225e8
1363.5,3.4095555599060297e8
