time,X
602.5,1.304037712646034e6
618.5,1.7940852155172415e6
642.5,2.430292286392405e6
666.5,3.4521958253227132e6
690.5,4.854976547842401e6
714.5,9.064466662230505e6
738.5,1.6091332262613598e7
762.5,2.0802572631007332e7
834.5,3.84988326993615e7
