time,X
1057.0,1.8953910278862992e6
1075.0,2.1914311935874983e6
1099.0,3.4474196556671453e6
1173.0,9.057830229536595e6
1195.0,2.3012119565217394e7
1223.0,6.443757010564759e7
1243.0,4.788248684210526e7
1267.0,4.716424217797643e7
1339.0,8.08360991902834e7
1363.0,6.197086956521739e7
